record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,reporting_delay_days,complaints_count,supply_delay_days,anomaly_flag,predicted_anomaly,anomaly_score,anomaly_prediction_correct
ES-005885,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 4,0.9031,6,1,6,0,0,-0.13547241134784738,True
ES-000125,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 4,0.8723,5,0,3,0,0,-0.11581295363527783,True
ES-007517,2026-05-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 1,0.6709,4,5,4,0,0,-0.204612356835484,True
ES-001565,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 1,0.8206,7,4,2,0,0,-0.16803177908208844,True
ES-002941,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 2,0.7808,2,0,6,0,0,-0.14048989941434165,True
ES-002365,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 2,0.7311,3,7,8,0,0,-0.13546393340722823,True
ES-006941,2026-05-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 1,0.7076,5,3,13,0,0,-0.1342258046038407,True
ES-004541,2026-05-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 4,0.7253,8,3,9,0,0,-0.17511233028473866,True
ES-002109,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,0.8182,3,3,2,0,0,-0.18668350602328687,True
ES-003165,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 3,0.8197,1,3,7,0,0,-0.15011616638943454,True
ES-000989,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,0.8857,2,5,2,0,0,-0.10675790900981075,True
ES-001053,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 3,0.8829,3,2,6,0,0,-0.16622288457042966,True
ES-004093,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 2,0.8074,3,4,13,0,0,-0.10208547880674912,True
ES-006141,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 6,0.7628,6,1,4,0,0,-0.20572027491364797,True
ES-004221,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 6,0.6796,4,2,8,0,0,-0.2019840763666842,True
ES-005117,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 4,0.7801,4,3,6,0,0,-0.22033763392865313,True
ES-004317,2026-05-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 3,0.7283,4,3,11,0,0,-0.16748824093963588,True
ES-006429,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 3,0.7847,6,5,6,0,0,-0.19467845699929898,True
ES-001341,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 6,0.7586,3,2,5,0,0,-0.21777687641846233,True
ES-000733,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 5,0.7908,4,1,6,0,0,-0.2015771663488724,True
ES-006013,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 2,0.7111,8,5,2,0,0,-0.15644822552242388,True
ES-002557,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,0.9898,4,5,3,0,0,-0.06478381079905438,True
ES-005597,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 1,0.8571,3,2,5,0,0,-0.1886917822161817,True
ES-006269,2026-05-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 4,0.8192,12,2,6,0,0,-0.1099942833464213,True
ES-006813,2026-05-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 3,0.8025,5,1,4,0,0,-0.20127382561149065,True
ES-003837,2026-05-01,Education Access Project,Education,Borno,Mafa,Mafa Site 6,0.6693,5,4,8,0,0,-0.20278757596906605,True
ES-000189,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,0.6774,6,2,6,0,0,-0.2173341434621165,True
ES-004189,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 5,0.7693,3,2,5,0,0,-0.21687119723789067,True
ES-005181,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 6,0.7157,5,3,7,0,0,-0.22141042604607447,True
ES-000093,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 3,0.7563,10,2,5,0,0,-0.16814556740463704,True
ES-001309,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 5,0.6268,4,4,5,0,0,-0.19888561190860388,True
ES-001725,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,0.8061,3,2,6,0,0,-0.20853606902455146,True
ES-004157,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 4,0.6272,10,7,4,0,0,-0.08369771657160896,True
ES-006045,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 3,0.8646,2,1,5,0,0,-0.15262132225886815,True
ES-006493,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,0.7287,4,2,8,0,0,-0.20643111440241257,True
ES-003773,2026-05-01,Education Access Project,Education,Borno,Mafa,Mafa Site 4,0.7531,6,7,11,0,0,-0.09414332014828397,True
ES-003805,2026-05-01,Education Access Project,Education,Borno,Mafa,Mafa Site 5,0.6598,3,3,9,0,0,-0.18535936839764366,True
ES-005085,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 3,0.7971,7,3,1,0,0,-0.1571690529013473,True
ES-006589,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,0.777,1,4,4,0,0,-0.16843737205246173,True
ES-005981,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 1,0.7869,3,0,9,0,0,-0.12406619940214347,True
ES-004957,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 5,0.7567,4,2,10,0,0,-0.17908627393835397,True
ES-002589,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,0.718,9,3,5,0,0,-0.19012477578129394,True
ES-003741,2026-05-01,Education Access Project,Education,Borno,Mafa,Mafa Site 3,0.6025,7,3,8,0,0,-0.17350047987255884,True
ES-002333,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 1,0.7146,4,4,6,0,0,-0.21894368889866517,True
ES-001021,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,0.7739,4,1,10,0,0,-0.1558272923967245,True
ES-001693,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,0.8872,5,4,5,0,0,-0.1590179870676685,True
ES-000765,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 6,0.7666,5,2,12,0,0,-0.1377172652633859,True
ES-004061,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 1,0.6942,5,5,4,0,0,-0.21037226637861745,True
ES-000509,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 4,0.9195,1,2,6,0,0,-0.0987948646780577,True
ES-001277,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 4,0.7289,3,1,4,0,0,-0.19764272418650053,True
ES-002525,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,0.8126,3,3,8,0,0,-0.19344413983653225,True
ES-001245,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 3,0.6746,2,2,5,0,0,-0.19522327387489125,True
ES-006077,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 4,0.6371,7,3,1,0,0,-0.15632788573533918,True
ES-003101,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 1,0.8315,5,3,3,0,0,-0.20265521550824644,True
ES-003261,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 6,0.8553,7,1,6,0,0,-0.15667041433696488,True
ES-005149,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 5,0.7287,5,3,4,0,0,-0.22722614781678935,True
ES-004797,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 6,0.7999,13,0,2,0,0,-0.03648207071765075,True
ES-006525,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,0.8274,4,4,3,0,0,-0.19355172725718778,True
ES-006557,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,0.7456,3,0,5,0,0,-0.15940169316418995,True
ES-003133,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 2,0.7145,5,5,9,0,0,-0.1811267021483311,True
ES-003229,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 5,0.7472,4,4,7,0,0,-0.21250759358563776,True
ES-006877,2026-05-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 5,0.7931,5,2,0,0,0,-0.13703571101311246,True
ES-004285,2026-05-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 2,0.7738,3,2,3,0,0,-0.20655669075634409,True
ES-003197,2026-05-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 4,0.7968,6,4,1,0,0,-0.15969733795790436,True
ES-006109,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 5,0.7848,3,2,3,0,0,-0.205969528090496,True
ES-006301,2026-05-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 5,0.7051,5,3,5,0,0,-0.2281464524011268,True
ES-004125,2026-05-01,Education Access Project,Education,Borno,Ngala,Ngala Site 3,0.6667,4,5,7,0,0,-0.19970315582076786,True
ES-000477,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 3,0.8187,5,0,6,0,0,-0.15786710617089705,True
ES-006461,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 4,0.7452,7,6,2,0,0,-0.145743498829365,True
ES-004925,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 4,0.8058,3,3,5,0,0,-0.21150119161343006,True
ES-004445,2026-05-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 1,0.6784,6,1,6,0,0,-0.2017147712517206,True
ES-003069,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 6,0.6328,7,2,8,0,0,-0.17555092914427617,True
ES-007165,2026-05-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 2,0.807,5,2,6,0,0,-0.21336264306691943,True
ES-005501,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 4,0.9008,3,0,3,0,0,-0.08894451884950355,True
ES-007421,2026-05-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 4,0.7557,6,3,3,0,0,-0.21580886478261802,True
ES-003421,2026-05-01,Education Access Project,Education,Borno,Jere,Jere Site 5,0.8002,2,4,3,0,0,-0.18267956916123812,True
ES-002269,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 5,0.6286,10,3,9,0,0,-0.12406246140289595,True
ES-001757,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 1,0.7459,3,3,7,0,0,-0.21278706849376866,True
ES-005565,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 6,0.6543,25,3,5,1,0,-0.021278461576539343,False
ES-004765,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 5,0.7854,3,1,0,0,0,-0.12125302992268017,True
ES-005725,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 5,0.8394,5,2,6,0,0,-0.19971057394527203,True
ES-006653,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,0.7993,4,5,6,0,0,-0.1970802862362201,True
ES-007389,2026-05-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 3,0.7442,2,2,8,0,0,-0.18368377153885163,True
ES-000413,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 1,0.8411,6,2,2,0,0,-0.17378265841260399,True
ES-005341,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 5,0.8691,2,2,8,0,0,-0.14056161833328018,True
ES-000157,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 5,0.753,4,4,5,0,0,-0.21870053742543305,True
ES-007101,2026-05-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 6,0.7415,5,8,3,0,0,-0.12053313973889052,True
ES-003293,2026-05-01,Education Access Project,Education,Borno,Jere,Jere Site 1,0.7595,5,2,4,0,0,-0.2214049869898475,True
ES-000605,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 1,0.9711,0,3,3,0,0,-0.02567016931864341,True
ES-003997,2026-05-01,Education Access Project,Education,Borno,Bama,Bama Site 5,0.7325,3,1,4,0,0,-0.19700964482442185,True
ES-002077,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 5,0.8006,2,3,1,0,0,-0.1523531097384045,True
ES-002205,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 3,0.6861,16,5,6,0,0,-0.06126994516168949,True
ES-006333,2026-05-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 6,0.8059,5,6,10,0,0,-0.1283180993673383,True
ES-007005,2026-05-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 3,0.6878,9,2,3,0,0,-0.17221422100584743,True
ES-003965,2026-05-01,Education Access Project,Education,Borno,Bama,Bama Site 4,0.7161,8,5,8,0,0,-0.16489430679844153,True
ES-000573,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 6,0.8498,2,0,3,0,0,-0.11468199827382153,True
ES-001533,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 6,0.6655,2,7,5,0,0,-0.1310587898416754,True
ES-000221,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 1,0.9661,1,3,2,0,0,-0.04403610050056084,True
ES-003037,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 5,0.6747,6,4,12,0,0,-0.13391481403990457,True
ES-006205,2026-05-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 2,0.7509,1,2,11,0,0,-0.1133613383136034,True
ES-002173,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 2,0.7081,6,3,6,0,0,-0.22441666589563602,True
ES-006397,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 2,0.8105,7,2,8,0,0,-0.17985905694431997,True
ES-005533,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 5,0.7632,6,5,11,0,0,-0.1383315971734867,True
ES-007133,2026-05-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 1,0.8019,3,3,5,0,0,-0.21199249775059725,True
ES-001821,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 3,0.798,7,1,1,0,0,-0.13859364675755964,True
ES-007357,2026-05-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 2,0.7774,3,1,1,0,0,-0.1505795286988596,True
ES-001853,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 4,0.7551,6,1,26,1,0,-0.015564001585158582,False
ES-003357,2026-05-01,Education Access Project,Education,Borno,Jere,Jere Site 3,0.7198,2,2,3,0,0,-0.19293195321133988,True
ES-006909,2026-05-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 6,0.7601,6,2,4,0,0,-0.2186978927487389,True
ES-005373,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 6,0.7641,5,5,3,0,0,-0.1948971715682437,True
ES-004829,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 1,0.8995,1,3,5,0,0,-0.11843123700694658,True
ES-000637,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 2,0.9121,2,3,5,0,0,-0.12949011582814773,True
ES-006621,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,0.6785,2,4,12,0,0,-0.10484845937331888,True
ES-002237,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 4,0.6995,5,2,7,0,0,-0.2155580458831453,True
ES-000253,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 2,0.7464,8,2,10,0,0,-0.1526164897335509,True
ES-001789,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 2,0.7936,10,1,3,0,0,-0.13281788913310594,True
ES-003901,2026-05-01,Education Access Project,Education,Borno,Bama,Bama Site 2,0.7024,5,3,7,0,0,-0.21990769905967256,True
ES-003389,2026-05-01,Education Access Project,Education,Borno,Jere,Jere Site 4,0.783,5,2,6,0,0,-0.21872701039304487,True
ES-006845,2026-05-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 4,0.6639,5,2,13,0,0,-0.11940177341496283,True
ES-007293,2026-05-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 6,0.6084,3,8,7,0,0,-0.08309250551659164,True
ES-005789,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 1,0.7845,0,2,4,0,0,-0.13346297661589906,True
ES-004701,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 3,0.8229,8,5,0,0,0,-0.08230859338999552,True
ES-003325,2026-05-01,Education Access Project,Education,Borno,Jere,Jere Site 2,0.803,1,4,4,0,0,-0.16185421510940368,True
ES-000829,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 2,0.7887,3,5,4,0,0,-0.1927327663311897,True
ES-007325,2026-05-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 1,0.7592,7,3,5,0,0,-0.2130435324151233,True
ES-001885,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 5,0.8111,4,4,9,0,0,-0.17663201513323545,True
ES-001917,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 6,0.8685,4,2,3,0,0,-0.17453177783085594,True
ES-001758,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 1,0.732,4,2,12,0,0,-0.14099517385068128,True
ES-003422,2026-06-01,Education Access Project,Education,Borno,Jere,Jere Site 5,0.7845,0,4,8,0,0,-0.1181615588897098,True
ES-003070,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 6,0.6881,6,1,7,0,0,-0.19624918546619868,True
ES-003038,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 5,0.6884,4,2,6,0,0,-0.22007610490896312,True
ES-003486,2026-06-01,Education Access Project,Education,Borno,Konduga,Konduga Site 1,1.0304,4,3,5,0,0,-0.08508395183061501,True
ES-003006,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 4,0.8052,5,3,4,0,0,-0.21772734730768462,True
ES-002974,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 3,0.7924,1,2,10,0,0,-0.1224505261169414,True
ES-001918,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 6,0.8911,2,1,7,0,0,-0.11816157537944783,True
ES-001950,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 1,0.7847,3,2,3,0,0,-0.2058993497622833,True
ES-001790,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 2,0.6386,4,5,5,0,0,-0.19445383913652126,True
ES-003454,2026-06-01,Education Access Project,Education,Borno,Jere,Jere Site 6,0.7711,4,1,3,0,0,-0.1957383829199329,True
ES-003390,2026-06-01,Education Access Project,Education,Borno,Jere,Jere Site 4,0.7873,6,0,4,0,0,-0.1562003757899582,True
ES-000702,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 4,0.8385,2,3,4,0,0,-0.18596652229481175,True
ES-001854,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 4,0.8394,2,2,7,0,0,-0.17144725272090955,True
ES-003358,2026-06-01,Education Access Project,Education,Borno,Jere,Jere Site 3,0.7234,3,5,5,0,0,-0.202088353504271,True
ES-001886,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 5,0.8879,3,0,2,0,0,-0.08749478134395061,True
ES-003326,2026-06-01,Education Access Project,Education,Borno,Jere,Jere Site 2,0.7584,3,4,1,0,0,-0.1628990940786807,True
ES-003518,2026-06-01,Education Access Project,Education,Borno,Konduga,Konduga Site 2,0.7752,2,4,6,0,0,-0.1935780336163887,True
ES-005854,2026-06-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 3,0.6946,5,2,5,0,0,-0.22237124959666282,True
ES-007614,2026-06-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 4,0.6323,5,3,4,0,0,-0.21171495500003779,True
ES-000478,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 3,0.7314,7,5,5,0,0,-0.19450877992106996,True
ES-006398,2026-06-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 2,0.7547,7,1,3,0,0,-0.18548084747948107,True
ES-006334,2026-06-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 6,0.9065,4,3,5,0,0,-0.15182705672271546,True
ES-001502,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 5,0.7183,4,4,8,0,0,-0.20655790355166515,True
ES-004702,2026-06-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 3,0.7579,6,2,4,0,0,-0.21879475204661225,True
ES-001822,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 3,0.8262,1,1,6,0,0,-0.14228305293784077,True
ES-003294,2026-06-01,Education Access Project,Education,Borno,Jere,Jere Site 1,0.7983,4,4,1,0,0,-0.16222467771201426,True
ES-004062,2026-06-01,Education Access Project,Education,Borno,Ngala,Ngala Site 1,0.7455,3,4,4,0,0,-0.21137031238933424,True
ES-002238,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 4,0.6847,2,3,6,0,0,-0.20260357374144633,True
ES-007422,2026-06-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 4,0.8215,2,4,4,0,0,-0.18662145728664198,True
ES-004094,2026-06-01,Education Access Project,Education,Borno,Ngala,Ngala Site 2,0.7312,2,6,4,0,0,-0.16046977070443924,True
ES-003838,2026-06-01,Education Access Project,Education,Borno,Mafa,Mafa Site 6,0.7149,7,3,4,0,0,-0.21514701823435428,True
ES-004126,2026-06-01,Education Access Project,Education,Borno,Ngala,Ngala Site 3,0.7405,2,4,5,0,0,-0.1982658770616076,True
ES-003806,2026-06-01,Education Access Project,Education,Borno,Mafa,Mafa Site 5,0.7428,3,6,2,0,0,-0.15251043398808262,True
ES-004158,2026-06-01,Education Access Project,Education,Borno,Ngala,Ngala Site 4,0.6518,9,6,6,0,0,-0.13720175440397114,True
ES-004190,2026-06-01,Education Access Project,Education,Borno,Ngala,Ngala Site 5,0.7185,7,3,12,0,0,-0.13221955954570674,True
ES-003774,2026-06-01,Education Access Project,Education,Borno,Mafa,Mafa Site 4,0.727,4,3,12,0,0,-0.14730106457273395,True
ES-004222,2026-06-01,Education Access Project,Education,Borno,Ngala,Ngala Site 6,0.7606,3,2,6,0,0,-0.21675761931733084,True
ES-002334,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 1,0.6665,4,6,0,0,0,-0.10810538399935654,True
ES-002878,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 6,0.6617,4,5,5,0,0,-0.20531877370638846,True
ES-005246,2026-06-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 2,0.7396,4,2,6,0,0,-0.22178629962678476,True
ES-002910,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 1,0.7747,5,3,0,0,0,-0.1413615193240676,True
ES-002942,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 2,0.7425,5,2,7,0,0,-0.2153279802177494,True
ES-004606,2026-06-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 6,0.6356,11,2,5,0,0,-0.12734562798988291,True
ES-002014,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 3,0.7421,1,6,3,0,0,-0.1295374808122408,True
ES-002046,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 4,0.7239,8,2,3,0,0,-0.1883050388161937,True
ES-007230,2026-06-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 4,0.668,5,4,12,0,0,-0.13410753394626734,True
ES-004574,2026-06-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 5,0.6719,5,3,7,0,0,-0.21768310129310237,True
ES-002078,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 5,0.7903,5,3,6,0,0,-0.21953828612908,True
ES-001982,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 2,0.6866,5,5,7,0,0,-0.2021797258439222,True
ES-002110,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,0.8506,7,3,5,0,0,-0.1803499399410754,True
ES-002142,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 1,0.7847,7,4,5,0,0,-0.20225515043132009,True
ES-004510,2026-06-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 3,0.6912,6,5,6,0,0,-0.204514650819969,True
ES-002174,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 2,0.7333,7,1,8,0,0,-0.174880409254779,True
ES-002206,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 3,0.6599,6,5,3,0,0,-0.19138508477754151,True
ES-004478,2026-06-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 2,0.5815,9,2,3,0,0,-0.13029620844498324,True
ES-004542,2026-06-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 4,0.6082,4,6,6,0,0,-0.15540353628746806,True
ES-006526,2026-06-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,0.8091,8,1,9,0,0,-0.13687389652440846,True
ES-006462,2026-06-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 4,0.6989,9,3,7,0,0,-0.1837358330056077,True
