record_id,reporting_date,programme_name,sector,state,lga,community,monthly_target,monthly_achievement,achievement_rate,activity_completion_rate,budget_utilisation_rate,reporting_delay_days,complaints_count,staff_availability_rate,supply_delay_days,previous_month_achievement_rate,access_constraint_score,data_quality_score,anomaly_flag,risk_label,recommended_action
ES-001685,2025-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,484,393,0.8119,0.7771,0.9123,2,4,0.8409,10,0.787,0.3121,0.9435,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001686,2025-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,420,312,0.7429,0.7961,0.7687,5,7,0.8063,4,0.8119,0.3634,0.9644,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001687,2025-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,370,265,0.717,0.7348,0.8897,6,2,0.8138,8,0.7429,0.3419,0.9212,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-001688,2025-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,460,347,0.7537,0.6928,0.8708,5,6,0.8178,2,0.717,0.3277,0.9,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001689,2026-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,407,286,0.7039,0.6565,0.7092,3,0,0.9008,4,0.7537,0.3535,0.8857,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001690,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,393,317,0.8065,0.7705,0.8466,4,4,0.889,4,0.7039,0.4053,0.8044,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001691,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,463,432,0.9337,0.7251,0.9196,6,0,0.8883,5,0.8065,0.3865,0.8974,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001692,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,482,393,0.8159,0.7897,0.8641,6,4,0.8634,10,0.9337,0.4471,0.9975,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001693,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,461,409,0.8872,0.8048,0.7438,5,4,0.8754,5,0.8159,0.36,0.8661,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001694,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,456,388,0.8508,0.8314,0.7704,2,1,0.8386,6,0.8872,0.3209,0.9565,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001695,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,427,341,0.7982,0.7845,0.8296,5,0,0.8144,5,0.8508,0.2828,0.915,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001696,2026-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,436,378,0.8671,0.7215,0.8203,3,1,0.8403,4,0.7982,0.2355,0.9128,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001697,2024-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,344,291,0.8473,0.852,0.7328,6,3,0.8465,8,0.9148,0.3504,0.9602,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001698,2024-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,280,203,0.7263,0.759,0.7883,7,0,0.875,12,0.8473,0.3997,0.8917,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-001699,2024-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,270,215,0.7971,0.7244,0.8872,4,2,0.9557,18,0.7263,0.3835,0.9122,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-001700,2024-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,293,279,0.9513,0.7905,0.8333,4,3,0.9018,3,0.7971,0.3022,0.8739,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001701,2024-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,312,263,0.8423,0.8049,1.0368,3,4,0.923,0,0.9513,0.2705,0.8833,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001702,2024-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,277,241,0.8704,0.77,0.7056,6,7,0.9308,4,0.8423,0.2502,0.917,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001703,2024-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,296,240,0.8124,0.8087,0.6492,4,2,0.8967,5,0.8704,0.3002,0.9694,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001704,2024-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,292,250,0.855,0.892,0.7923,3,4,0.8776,2,0.8124,0.3435,0.8535,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001705,2024-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,318,263,0.8282,0.8609,0.7089,7,2,0.8955,6,0.855,0.4468,0.9548,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001706,2024-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,337,269,0.7975,0.7817,0.9623,2,3,0.9228,5,0.8282,0.3595,0.8749,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001707,2024-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,288,211,0.7313,0.7764,0.8327,5,4,0.894,7,0.7975,0.3257,0.834,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001708,2024-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,328,263,0.8017,0.8426,0.8106,2,4,0.9017,3,0.7313,0.2781,0.8835,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001709,2025-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,233,200,0.86,0.7862,0.7712,4,3,0.9005,5,0.8017,0.2305,0.9124,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001710,2025-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,281,251,0.8946,0.8009,0.898,10,3,0.8811,4,0.86,0.2828,0.9215,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001711,2025-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,295,246,0.8354,0.7479,0.8279,8,1,0.8907,6,0.8946,0.3525,0.9157,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001712,2025-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,275,228,0.8295,0.7262,0.8147,9,5,0.8958,6,0.8354,0.3445,0.8837,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001713,2025-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,335,268,0.8004,0.7922,0.9292,5,3,0.8528,6,0.8295,0.3228,0.9455,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001714,2025-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,336,269,0.7993,0.7929,0.7743,3,0,0.8481,5,0.8004,0.44,0.8907,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001715,2025-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,293,237,0.8074,0.8067,0.743,2,5,0.8641,6,0.7993,0.4103,0.9018,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001716,2025-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,315,212,0.6739,0.7916,0.8457,1,4,0.8686,5,0.8074,0.4265,0.9907,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001717,2025-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,302,225,0.7465,0.802,0.8646,3,4,0.8812,4,0.6739,0.4587,0.9539,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001718,2025-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,329,247,0.7498,0.6961,0.7887,8,0,0.8986,5,0.7465,0.5036,0.8765,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-001719,2025-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,281,200,0.7127,0.7165,0.7722,10,2,0.8804,10,0.7498,0.467,0.8759,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-001720,2025-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,282,197,0.7001,0.7477,0.7182,5,0,0.8789,9,0.7127,0.4561,0.9575,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-001721,2026-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,271,211,0.7772,0.7249,0.8587,3,4,0.8486,8,0.7001,0.3887,0.9775,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001722,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,288,212,0.7367,0.7524,0.9041,9,2,0.8536,7,0.7772,0.3104,0.8676,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-001723,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,308,266,0.8621,0.7891,0.907,4,1,0.8773,11,0.7367,0.2352,0.9348,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001724,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,305,265,0.8689,0.7368,0.743,5,2,0.8756,3,0.8621,0.2693,0.96,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001725,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,307,247,0.8061,0.7835,0.6864,3,2,0.856,6,0.8689,0.3621,0.9177,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001726,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,276,232,0.8391,0.7723,0.8506,6,3,0.9374,5,0.8061,0.3902,0.9514,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001727,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,303,266,0.8792,0.7158,1.0102,2,6,0.9179,7,0.8391,0.3497,0.8987,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001728,2026-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,278,208,0.7497,0.7781,0.5954,5,3,0.8572,8,0.8792,0.271,0.8982,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002497,2024-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,700,528,0.7549,0.795,0.9876,7,1,0.8759,11,0.7181,0.3596,0.8847,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002498,2024-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,778,571,0.7337,0.768,0.7829,9,3,0.8957,5,0.7549,0.4045,0.8787,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002499,2024-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,815,630,0.7736,0.7915,0.785,4,2,0.9045,6,0.7337,0.4138,0.8642,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002500,2024-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,782,679,0.8683,0.7689,0.7193,7,3,0.8809,6,0.7736,0.3426,0.8074,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002501,2024-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,798,682,0.8544,0.7962,0.7493,4,6,0.9392,7,0.8683,0.3201,0.9409,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002502,2024-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,758,586,0.7731,0.762,0.681,7,2,0.9039,1,0.8544,0.3541,0.9452,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002503,2024-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,616,435,0.7062,0.7788,0.8088,4,2,0.9157,6,0.7731,0.4439,0.8527,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002504,2024-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,695,421,0.6053,0.7957,0.8041,11,3,0.8665,11,0.7062,0.4207,0.9068,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-002505,2024-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,678,416,0.613,0.8462,0.8369,1,5,0.8157,5,0.6053,0.4024,0.9001,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002506,2024-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,765,442,0.5773,0.8655,0.6977,1,5,0.8558,7,0.613,0.4649,0.9472,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002507,2024-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,800,436,0.5451,0.8866,0.7529,1,6,0.801,7,0.5773,0.4094,0.9183,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002508,2024-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,825,581,0.7038,0.8806,0.9066,3,3,0.8618,6,0.5451,0.3747,0.9922,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002509,2025-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,694,492,0.7095,0.8271,0.7883,3,5,0.8791,11,0.7038,0.318,0.9352,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002510,2025-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,681,519,0.7622,0.8207,0.8122,5,0,0.9401,8,0.7095,0.2531,0.8698,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002511,2025-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,888,650,0.7322,0.8018,0.8041,7,4,0.9428,8,0.7622,0.2397,0.873,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002512,2025-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,663,441,0.6657,0.643,0.7541,4,5,0.8643,8,0.7322,0.314,0.9793,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002513,2025-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,712,391,0.5493,0.6785,0.7857,6,7,0.9316,4,0.6657,0.4237,0.9328,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-002514,2025-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,762,507,0.6657,0.7543,0.8762,5,7,0.8743,3,0.5493,0.3783,0.8288,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002515,2025-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,833,567,0.6801,0.7507,0.91,1,3,0.8981,11,0.6657,0.3162,0.9051,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002516,2025-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,791,449,0.5677,0.8179,0.8531,2,0,0.8598,14,0.6801,0.3125,1.0,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002517,2025-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,754,394,0.522,0.7159,0.7348,6,8,0.8183,4,0.5677,0.299,0.8772,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-002518,2025-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,617,347,0.5617,0.6969,0.7379,3,5,0.7856,5,0.522,0.3729,0.9466,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-002519,2025-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,788,479,0.6083,0.661,0.8119,3,2,0.7953,5,0.5617,0.3762,0.9907,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002520,2025-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,807,523,0.6486,0.7831,0.8721,9,5,0.8332,10,0.6083,0.3492,0.891,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-002521,2026-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,878,566,0.6449,0.6653,0.8224,6,5,0.8444,10,0.6486,0.4221,0.9285,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-002522,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,749,467,0.6235,0.7736,0.7939,5,6,0.892,7,0.6449,0.3647,0.9419,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002523,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,761,532,0.6992,0.8155,0.818,2,5,0.897,6,0.6235,0.3429,0.9279,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002524,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,774,555,0.7177,0.6853,0.6872,3,2,0.9211,5,0.6992,0.3111,0.8946,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002525,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,766,622,0.8126,0.8047,0.7967,3,3,0.9773,8,0.7177,0.2517,0.8914,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002526,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,714,538,0.7539,0.7035,0.7841,4,0,0.9807,5,0.8126,0.3714,0.9432,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002527,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,899,623,0.6926,0.6919,0.7864,2,4,0.9533,8,0.7539,0.3027,0.8801,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002528,2026-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,744,495,0.6656,0.7779,0.7639,4,6,0.9405,6,0.6926,0.2879,0.9138,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002529,2024-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,255,183,0.718,0.6935,0.7597,5,4,0.819,6,0.8387,0.2934,0.9147,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002530,2024-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,283,220,0.7785,0.6609,0.7073,6,3,0.8394,4,0.718,0.2779,0.9353,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002531,2024-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,255,192,0.7514,0.6211,0.7071,8,6,0.8378,1,0.7785,0.2205,0.9209,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002532,2024-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,229,192,0.8393,0.7248,0.7622,2,0,0.8206,3,0.7514,0.2613,0.9333,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002533,2024-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,243,202,0.8312,0.7066,0.7821,9,2,0.8989,3,0.8393,0.3683,0.9052,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002534,2024-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,287,227,0.7921,0.754,0.7627,6,4,0.8634,6,0.8312,0.307,0.8658,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002535,2024-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,293,227,0.7757,0.7272,0.9088,4,2,0.8018,5,0.7921,0.3539,0.951,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002536,2024-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,261,218,0.835,0.7516,0.9362,4,1,0.8563,14,0.7757,0.341,1.0,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002537,2024-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,291,247,0.8499,0.7602,0.9289,4,0,0.8468,5,0.835,0.301,0.8623,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002538,2024-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,277,206,0.742,0.7867,0.7874,9,1,0.8572,5,0.8499,0.3384,0.8289,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002539,2024-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,265,197,0.743,0.8148,0.7737,4,7,0.8079,5,0.742,0.4129,0.8863,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002540,2024-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,266,197,0.7408,0.7975,0.7893,4,1,0.8192,4,0.743,0.3457,0.8816,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002541,2025-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,241,172,0.7133,0.6227,0.986,5,0,0.8125,6,0.7408,0.3282,0.8676,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002542,2025-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,242,178,0.7346,0.6524,0.7782,3,3,0.7862,13,0.7133,0.385,0.9098,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002543,2025-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,276,196,0.7101,0.7007,0.7217,11,3,0.8134,6,0.7346,0.4154,0.9046,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002544,2025-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,307,233,0.7597,0.6712,0.7987,4,3,0.8129,5,0.7101,0.4102,0.9451,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002545,2025-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,268,204,0.7605,0.6646,0.7572,5,2,0.805,11,0.7597,0.4167,0.8048,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002546,2025-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,264,188,0.7115,0.7071,0.8607,6,3,0.8313,2,0.7605,0.3512,0.8535,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002547,2025-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,258,187,0.7261,0.7838,0.8863,3,1,0.8839,6,0.7115,0.306,0.8614,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002548,2025-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,299,224,0.7507,0.7292,0.922,8,1,0.859,7,0.7261,0.2833,0.9465,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002549,2025-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,280,198,0.7082,0.7104,0.9146,7,3,0.8484,7,0.7507,0.4011,0.8828,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002550,2025-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,271,194,0.7152,0.7348,0.7292,11,0,0.8748,2,0.7082,0.3144,0.8943,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002551,2025-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,283,210,0.7416,0.7475,0.7648,2,4,0.8961,4,0.7152,0.2985,0.9018,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002552,2025-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,275,206,0.7507,0.7108,0.7008,9,4,0.9246,14,0.7416,0.2816,0.9153,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002553,2026-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,300,233,0.775,0.7709,0.7227,4,2,0.8624,4,0.7507,0.3051,0.8809,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002554,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,254,219,0.8628,0.822,0.8807,4,3,0.9129,4,0.775,0.3338,0.8957,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002555,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,299,237,0.7937,0.9011,0.7321,5,1,0.8992,9,0.8628,0.2392,0.918,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002556,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,296,266,0.8983,0.8056,0.8369,2,0,0.9783,3,0.7937,0.3376,0.9028,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002557,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,291,288,0.9898,0.8755,0.8005,4,5,0.929,3,0.8983,0.3105,0.9248,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002558,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,279,237,0.8497,0.8697,0.7921,3,2,0.8756,5,0.9898,0.3936,0.8904,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002559,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,279,264,0.9473,0.8353,0.8571,1,2,0.9134,4,0.8497,0.3226,0.8877,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002560,2026-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,326,278,0.8517,0.8892,0.7537,5,2,0.9045,4,0.9473,0.4085,0.9024,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002561,2024-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,627,489,0.7799,0.8705,0.581,11,5,0.8793,4,0.877,0.3752,0.9084,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002562,2024-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,687,678,0.9875,0.8892,0.9775,1,3,0.944,4,0.7799,0.3343,0.895,0,Low,Continue routine monitoring; no immediate escalation indicated.
